article_id,name,role_raw,type_final,gender_final,stance,conf,segment
2019E244A043,Greta THURNBERGOVÁ,švédská aktivistka studentka,M5,F,S6,3,aktivistka studentka Klimatická a ekologické krize je krize globální a je to ta největší krize které musíme čelit. A pokud nebudeme pracovat společně společně spolupracovat navzdory rozdílům tak prohrajeme.
2019E244A043,Miloš ZEMAN,prezident republiky,M6,M,S1,2,republiky Myslím si o ní že je to hysterka.
2019E244A043,Mark RIEDER,hydrolog ředitel,M3,M,S6,2,ředitel ČHMÚ Studentka Greta je jako velmi užitečná udělala pro to aby země bojující nebo aby země se spojily víc v boji proti změně klimatu.
2019E244A043,Stanislav BILER,sociolog,M3,M,S3,2,Pouze necelých 20 je ochotno s tím něco aktivně skutečně dělat nebo pro to něco obětovat. Že spíše čekají že s tím řešením přijde nějakým způsobem stát a udělá to ideálně tak aby se to nikoho nějak žádným způsobem nedotklo.
2019E273T073,Pavel PODRUH,laureát ceny,M2,M,S0,3,ceny The Outstanding Young Person Dobrý večer Jakube.
2019E273T062,Sebastian KURZ,předseda,M6,M,S0,3,Lidové strany Rakouska Málokdy se mi stává že nenacházím slova ale teď se to děje. Téměř nemohu mluvit. Těšili jsme se na tento den ale takovýto výsledek jsme nečekali. Rádi bychom všem voličům a podporovatelům poděkovali.
2019E273T062,Werner KOGLER,předseda,M6,M,S6,2,Zelených Jsme připraveni jednat o okalici ze všeho nejdřív ale musíme vidět posun v klíčových tématech. Neseme zodpovědnost za to aby Rakousko udělalo vše pro ochranu klimatu v boji proti korupci a dětské chudobě. Uvidíme jestli se na něčem shodneme.
2019E273T062,Karel SCHWARZENBERG,čestný předseda strany,M6,M,S0,3,předseda strany TOP 09 Dobrý večer přeji.
2019E273T062,Rudolf JINDRÁK,ředitel zahraničního odboru,M5,M,S0,2,zahraničního odboru Kanceláře prezidenta republiky Dobrý večer.
2019E273T062,Heiko MAAS,německý ministr zahraničí,M6,M,S6,2,ministr zahraničí Nadále budeme toto téma držet na pořadu dne v rámci bilaterálních jednání i na úrovni Evropské unie. Bude to také důležitým tématem německého předsednictví
2019E273T062,Tomáš PETŘÍČEK,ministr zahraničí místopředseda,M6,M,S0,3,zahraničí místopředseda ČSSD Česká republika plní své mezinárodní závazky včetně závazků které vyplývají z mezinárodního uprchlického práva. Zároveň upozorňujeme na některé problémy které je potřeba v té debatě o společné azylové migrační politice dořešit. Jako jsou například druhotné pohyby obyvatel nebo těch azylantů a uprchlíků. Na to že bychom měli si říct jak přesně chceme do budoucna chránit naši vnější hranici.
2019E273T062,Tomáš JELÍNEK,ředitel,M5,M,S0,3,Česko německý fond budoucnosti Dobrý večer.
2019E272T017,Greta THUNBERGOVÁ,aktivistka,M5,F,S6,2,Toto není cvičení. Moje jméno je Greta Thunbergová.
2019E272T017,Svante THUNBERG,otec,M2,F,S6,2,Grety Thunbergové Greta je teď ve Švédsku slavná takže je kolem ní spousta mainstreamových médií. A ta si neuvědomují jakou sílu vlastně mají. redaktorka Všichni tito lidé jsou tu aby viděli Gretu. To ukazuje jak moc její poselství rezonuje tady ve Švédsku i v celé Evropě.
2019E272T017,Filip VÍCH,vedoucí sociálních sítí,M5,M,S6,2,sociálních sítí Seznam Zprávy To téma nebylo tak sexy do doby než přišla šestnáctiletá studentka žačka základní školy která říká svým vrstevníkům nechoďme do školy v pátek a pojďme bojovat za naši budoucnost a pojďme bojovat za planetu. A ty emoce kolem toho jdou.
2019E272T017,Alžběta KRÁLOVÁ,politoložka,M3,F,S2,1,Institut politického marketingu Dokázala získat své téma do celosvětových médií ale na druhou stranu ale dokázala získat také velké procento negativních odpůrců tím jak vlastně razantně vystupuje a jakým stylem.
2019E272T033,Jiří VODIČKA,katedra práva živ,M3,M,S0,2,práva živ. prostředí Právnická fakulta MU Tak předem je třeba říci že nejedná se o žádný právně závazný dokument. Jedná se vyloženě o a politickou proklamaci kdy když si například zastupitelé slibují nebo nějakým způsobem zavazují že bych chtěli ve svých aktech nějakým způsobem zohlednit co se právě děje. To znamená klimatické změny.
2019E272T033,Nemeškalová ROSINOVÁ,právnička,M5,F,S6,1,Frank Bold Tak v případě těch městských částí pražských se jednalo o opatření které se týkaly třeba péče o městskou zeleň týkaly se třeba hospodaření jednotlivých městských organizací to znamená oni sami si stanovili že třeba budou nějakým způsobem ekologicky odpovědně fungovat. A dále se týkaly třeba zadávání veřejných zakázek to znamená že když ta městská část vyvstupuje jako veřejný zadavatel tak bude v rámci těch veřejných zakázek zohledňovat třeba právě tady ta environmentální kritéria při výběru toho zhotovitele. A takže jsou to skutečně nějaké jakoby dobrovolně dobrovolné závazky které si ta městská část stanoví a nicméně jak říkal kolega není to nějakým způsobem právně vynutitelné pokud by se to nepovedlo splnit.
2019E272T010,Ko BARRETOVÁ,spolupředsedkyně,M5,F,S6,3,IPCC Tato zpráva podtrhuje naléhavost včasné ambiciózní koordinované a trvalé akce. V sázce je náš ekosystém divoká zvířata a hlavně svět který zanecháme našim dětem.
2019E272T010,Giuseppe CONTE,italský premiér,M6,F,S6,2,premiér Jedná se o varování vůči kterému nemůžeme zůstat lhostejní a podlehnout iluzi že mě nebo vás se to netýká.
2019E272T010,Valérie MASSON DELMOTTEOVÁ,předsedkyně,M6,F,S6,3,IPCC Zpráva potvrdila výsledky posledních výzkumů že v teplejším klimatu zejména kvůli zvedajícím se hladinám oceánů roste výskyt bouří a cyklonů.
2019E272T032,Valérie MASSON DELMOTTEOVÁ,vedoucí pracovní skupiny,M5,F,S6,3,pracovní skupiny IPCC Není cesty zpět ať se vypouštění emisí změní jakkoliv klima už se nenávratně změnilo.
2019E272T032,António GUTERRES,generální tajemník,M6,M,S0,2,tajemník OSN Toto musí být summit konkrétních plánů nikoliv frází.
2019E272T032,Boris JOHNSON,britský premiér,M6,M,S6,2,premiér Britský příspěvek cizím zemím kvůli řešení klimatických změn se zdvojnásobí.
2019E272T032,Andrej BABIŠ,premiér,M6,M,S6,3,ČR ANO Všichni si uvědomujeme dopady klimatických změn na naši zemi v nejbližší budoucnosti které se nás budou týkat víc než kdykoliv předtím. Nebudou jen environmentální ale i ekonomické sociální a v důsledku politické. Leží před námi velký úkol všechny země Evropské unie včetně České republiky podporují Pařížskou dohodu. A splníme naše závazky. Zásadně snižujeme emise skleníkových plynů.
2019E272T032,Nemeškalová ROSINOVÁ,právnička,M5,F,S0,3,Frank Bold A spolu s ní je tady také Jiří Vodička z Právnické fakulty Masarykovy univerzity. I vám dobrý večer.
2019E272T032,Jiří VODIČKA,katedra práva živ,M3,M,S0,3,práva živ. prostředí Právnická fakulta MU Dobrý večer.
2019E272T032,Martin PŮTA,hejtman,M6,M,S0,3,Libereckého kraje SLK Získali jsme informace že mají pobočku v Polsku to znamená že mají trochu i jazykový náskok. Jedním z těch problémů toho projednávání je například neúplnost polských překladů a dokumentů které máme jako česká strana k dispozici a myslím že za sebou mají taky poměrně úspěšný výsledek při jednáních o rozšíření těžby v polském hnědouhelném dolu Gubin a my tady chceme výsledky.
2019E272T016,Stella PAPADIMITRIOSOVÁ,šéfka produkce vinice,M5,F,S6,2,produkce vinice Hatsidakis Sklizeň v letošním roce je o 30 až 40 procent nižší než loni. A pokud to srovnáme s rokem 2017 pak je to pokles o polovinu.
2019E272T016,Vagelis GAVALAS,spolumajitel vinohrad,M5,M,S6,3,vinohrad Gavala V porovnání s dobou před 40 lety začínáme se sběrem vína v průměru o 14 dní dříve. Důvodem jsou vysoké teploty a změna klimatu.
2019E272T016,Petros VAMVAKUSIS,manažer vinařství,M5,M,S6,2,vinařství Venetsanos Potřebujeme mnohem více vody abychom podpořili růst tradičních plodin jak oje vinná réva. Ale tady na ostrově ji začíná být nedostatek.
2019E269T019,Andrej BABIŠ,premiér předseda hnutí,M6,M,S6,3,předseda hnutí ANO Všichni si uvědomujeme dopady klimatických změn na naši zemi v nejbližší budoucnosti které se nás budou týkat víc než kdykoliv předtím. Nebudou jen environmentální ale i ekonomické sociální a v důsledku politické. Leží před námi velký úkol všechny země Evropské unie včetně České republiky podporují Pařížskou dohodu. A splníme naše závazky. Zásadně snižujeme emise skleníkových plynů.
2019E269T003,Andrej BABIŠ,premiér předseda hnutí,M6,M,S6,3,předseda hnutí ANO Evropská unie je jako celek připravena přizpůsobit svou ekonomiku aby dosáhla uhlíkové neutrality ale nemůže vyřešit tento palčivý problém beze zbytku světa. Evropa nesmí zůstat osamocena v boji a snaze přizpůsobit svou ekonomiku příchozím změnám. Je tu jen 1 planeta pro nás pro všechny.
2019E269T073,Andrej BABIŠ,český premiér,M6,M,S0,3,premiér Já jsem silně přesvědčen že náš region může výrazným způsobem přispět k tomu aby byla Evropa silnější. Chceme být aktivnější a pomáhat řešit hlavní problémy Evropy. Chceme Evropu silnou a jednotnou. V budoucnosti by nejvyšší politický orgán EU Evropská rada kde se setkávají všichni evropští prezidenti a ministerští předsedové měl hrát roli evropské koaliční vlády.
2019E269T073,Karel KOVANDA,bývalý velvyslanec,M6,M,S0,3,velvyslanec ČR při OSN Dobrý večer.
2019E268T033,Zuzana ČAPUTOVÁ,slovenská prezidentka,M6,F,S6,3,prezidentka Pokud bych měla jmenovat jen jednu věc která mě nejvíc znepokojuje na světové úrovni pak je to popírání. Popírání existence klimatické krize nebo tvrzení že vlastně není tak vážná. Vědecké studie ale mluví jasně. Klimatické změny jsou faktem a nám dochází čas. Ale pokud budeme jednat okamžitě tak můžeme emise skleníkových plynů zásadně snížit během 12 let a udržet globální oteplování na jednom a půl stupni.
2019E268T055,Ašghar MEHRZADA,zakladatel prvního afghánského cyklo freestyle,M5,M,S0,3,prvního afghánského cyklo freestyle klubu Doufám že volby budou transparentní a že nový prezident vyvede naši zemi ze současné krize.
2019E268T055,Sajed NOMAN,prodavač textilu,M2,M,S0,3,textilu Kábul Ve většině oblastí pod kontrolou Talibanu se volby stejně konat nebudou. Navíc se obáváme množství falešných hlasů které z těchto míst mohou přijít.
2019E268T055,Hamíd KARZÁÍ,bývalý afghánský prezident,M6,M,S0,3,afghánský prezident Teď není správný čas na volby protože se jich lidé nemohou účastnit. Volby se musí konat v celé zemi.
2019E268T055,Donald TRUMP,americký prezident,M6,M,S0,3,prezident S Pákistánem řešíme řadu důležitých věcí včetně Talibanu a Afghánistánu.
2019E268T019,Zuzana ČAPUTOVÁ,slovenská prezidentka,M6,F,S6,3,prezidentka Pokud bych měla jmenovat jen jednu věc která mě nejvíc znepokojuje na světové úrovni pak je to popírání. Popírání existence klimatické krize nebo tvrzení že vlastně není tak vážná. Vědecké studie ale mluví jasně. Klimatické změny jsou faktem a nám dochází čas ale pokud budeme jednat okamžitě tak můžeme emise skleníkových plynů zásadně snížit během 12 let. A udržet globální oteplování na jednom a půl stupni.
2019E268T015,Donald TRUMP,americký prezident,M6,M,S0,2,prezident Věřím v čistý vzduch a čistou vodu. Kvůli tomuto cíli by se všechny země měly spojit. To je ve velmi velmi důležité. redaktor Ve svém projevu se dále věnoval Číně. Ta se podle něj dopouští nekalé obchodní praktiky. U Íránu pak pohrozil posílením sankcí v případě že Teherán bude pokračovat v agresi. Připomenul útok na ropná pole v Saúdské Arábii ze kterého Spojené státy viní právě Írán. Ten to odmítá. Ke smíru a dialogu hned několikrát vyzval obě země v New Yorku francouzský prezident.
2019E268T015,Emmanuel MACRON,francouzský prezident,M6,M,S0,3,prezident Nejsem naivní a nevěřím ani na zázraky. Věřím ale v to že budování míru chce odvahu. A proto je důležité aby Spojené státy Írán a signatáři mezinárodní jaderné dohody tuto odvahu prokázali. redaktor Íránský prezident Hasan Rouhání včera řekl že je připraven jednat o menších změnách u mezinárodní jaderné dohody pokud Spojené státy zruší sankce. Turecký prezident Recep Erdogan vidí dvě řešení. Jaderné zbraně by podle něj měly být buď pro všechny dostupné nebo plošně zakázáné. Recep
2019E268T015,Tayyip ERDOGAN,turecký prezident,M6,M,S0,3,prezident Trápí nás stejně jako všechny ostatní že zbraně hromadného ničení jsou v každé krizi používány k získání převahy namísto aby došlo k jejich odstranění. Vlastnictví nukleárních zbraní by mělo být buď všem zakázáno nebo všem povoleno. redaktor Rouhání vystoupí před ostatními světovými lídry odpoledne středoevropského času. O víkendu mluvil o tom že právě na půdě OSN představí plán který by zklidnil situaci v Perském zálivu. Schůzku s americkým prezidentem neplánuje.
2019E268T077,Valérie MASSON DELMOTTEOVÁ,vedoucí pracovní skupiny,M5,F,S6,3,pracovní skupiny IPCC Hrozí že v roce 2050 zasáhnou každý rok povodně města která jsou u pobřeží stejně jako malé ostrovy a oblasti kolem delt řek.
2019E268T077,Greta THUNBERGOVÁ,švédská aktivistka zdroj,M5,F,S6,3,aktivistka zdroj YouTube We Don t Have Time Stockholm 7. 9. 2018 Kdybylidé věděli že naděje na splnění pařížské dohody je podle vědců tak 5 procent a kdyby věděli jaká noční můra nás čeká pokud neudržíme oteplování pod dvěma stupni vůbec by se nás nemuseli ptát proč protestujeme před parlamentem.
2019E268T061,Ko BARRETOVÁ,spolupředsedkyně,M5,F,S6,3,IPCC Tato zpráva podtrhuje naléhavost včasné ambiciózní koordinované a trvalé akce. V sázce je náš ekosystém divoká zvířata a hlavně svět který zanecháme našim dětem.
2019E268T061,Giuseppe CONTE,italský premiér,M6,F,S6,2,premiér Jedná se o varování vůči kterému nemůžeme zůstat lhostejní a podlehnout iluzi že mě nebo vás se to netýká.
2019E268T061,Valérie MASSON DELMOTTEOVÁ,předsedkyně,M6,F,S6,3,IPCC Zpráva potvrdila výsledky posledních výzkumů že v teplejším klimatu zejména kvůli zvedajícím se hladinám oceánů roste výskyt bouří a cyklonů.
2019E268T061,Alexander AČ,vědecký pracovník,M3,M,S6,3,pracovník Tak liší se zejména tou podrobností těch poznatků opravdu u těch měření a satelitních dat a prostě všech dalších. přístupů je opravdu extrémní množství. A hlavně v zásadě ta zpráva konstatuje opravdu že procesy těch důsledků změny klimatu se zrychlují v těch nejzásadnějších oblastech. To znamená rychlost nárůstu hladin oceánů když ani tepelného obsahu rychlost tání ledovců jak na severním tak na jižním pólu takže opravdu v tomhle je to velmi komplexní zpráva a myslím si že je výrazně víc řekněme varovná oproti těm předešlým.
2019E268T049,Valérie MASSON DELMOTTEOVÁ,vedoucí pracovní skupiny,M5,F,S6,3,pracovní skupiny IPCC Během dvacátého století se hladina oceánu zvedla zhruba 15 cm. Dnes se tedy zvyšuje víc než 2 rychleji. Anna marie ŠŮCHOVÁ redaktorka Může za to hlavně odtávání ledovců. Třeba v Arktidě je letos nejmíň ledu od roku 2012. Červená linka ukazuje kam až led průměrně dosahoval za období 1981 až 2010. Zároveň roztává i permafrost. Marie ŠABACKÁ Centrum polární ekologie Jihočeská univerzita V té trvale zmrzlé půdě je uloženo 2 větší množství uhlíku než v atmosféře to znamená je to asi 1 6 miliardy tun uhlíku a vlastně z odtávání toho permafrostu on se uvolňuje do atmosféry což by výrazně ještě zvýšilo oteplení vlastně planety. Anna marie ŠŮCHOVÁ redaktorka Část uvolněného tepla pohltí oceánská voda.
2019E268T049,Ko BARETTOVÁ,místopředsedkyně,M6,F,S6,3,IPCC Oceány se chovají jako houba. Pohlcují oxid uhličitý a teplo aby regulovaly teplo v atmosféře ale to je neudržitelné. Anna marie ŠŮCHOVÁ redaktorka A zvyšující se teplota vody ovlivňuje i život pod hladinou. V mořích bude mimo jiné méně ryb a častější budou extrémní výkyvy počasí. Zasaženy budou stovky milionů lidí.
2019E268T062,Sakshi GADUROVÁ,indická dívka,M2,F,S6,2,dívka Říkají nám že tam nemáme chodit nebo nám konve rovnou vylijí.
2019E268T062,Swati GARUDOVÁ,matka,M2,F,S6,2,Sakshi Bojím se o ni. Každý den si říkám co když jí ujela noha a spadla.
2019E268T062,Bhagwat SINGHOVÁ,obyvatelka slumu,M2,F,S6,2,slumu Pokud voda stoupne nebude bezpečno nikde v Mumbaji. Je postavená na ostrovech.
2019E268T062,Jathart MURTEE,student,M2,M,S6,2,Snažíme se přesvědčit lidi aby přestali používat fosilní paliva a žádáme o to i vládu.
2019E267T056,Michal ŽÁK,klimatolog meteorolog,M3,M,S6,2,meteorolog ČT Tak záleží o jakých opatřeních se asi budeme bavit a u těch nejběžnějších opatření tam jsou celkem jasné ty vlastně benefity nebo ty přínosy ve formě dopadů na naše klima na atmosféru a dají se poměrně dobře modelovat. Máme samozřejmě dneska už opravdu poměrně sofistikované klimatické modely které jsou schopny modelovat dopady právě třeba výrazného snížení emisí při spalování fosilních paliv a tak dále takže tady ta opatření jsou celkem dobře řekněme uchopitelná respektive její dopady. Samozřejmě v některých částech světa jsou ta opatření trošku hůře uchopitelná a je pravda že samozřejmě o tom chování třeba permafrostu v těch severních polárních oblastech toho víme relativně málo nebo jsme donedávna věděli poměrně málo takže je potřeba uvážit i tyto nejistoty. Problém je že my samozřejmě z hlediska té klimatologie a toho klimatického modelování jsme v jiné pozici než jsou třeba fyzikové v laboratoři kteří si udělají experiment něco změní udělají znovu ten experiment a zjistí jestli dospějí k tomu co předpokládali. My takový pokus dělat nemůžeme protože my se to opravdu dozvíme až to odžijeme ale vzhledem k tomu že ty modely a ty naše poznatky jsou stále řekl bych větší hlubší a tak dále tak není důvod se
2019E267T021,António GUTERRES,generální tajemník,M6,M,S6,3,tajemník OSN 77 zemí mnohé z rozvinutého světa se zavázaly k uhlíkové neutralitě do roku 2050. Připojilo se k nim 10 dalších regionů a víc než 100 měst včetně několika největších na světě. 70 zemí oznámilo že do roku 2020 zvýší své národní příspěvky do boje se změnami klimatu. Více než 100 vůdčích osobností v soukromém sektoru se pak zavázalo urychlit svůj přechod k zelené ekonomice.
2019E267T018,António GUTERRES,generální tajemník,M6,M,S6,3,tajemník OSN Toto není vyjednávací summit o klimatu. S přírodou se nevyjednává. Na tomto klimatickém summitu se jedná. redaktor Guterres státníky vyzval aby jejich země upustily od podpory fosilních paliv nebo přestaly stavět nové hnědouhelné elektrárny. Francie připomněla že boj s klimatickými změnami je třeba vést i na poli obchodu. Německo pak přislíbilo pomoc méně rozvinutým zemím v boji s klimatickými změnami.
2019E267T018,Angela MERKELOVÁ,nemecká kancelárka,M6,F,S6,3,kancelárka V mezinárodním měřítku proto zvýšíme náš příspěvek do fondu na ochranu klimatu ze dvou na čtyři miliardy EUR ve srovnání s rokem 2014. Jednu a půl miliardy vyčleníme na zelený klimatický fond. redaktor Mezinárodní společenství by mělo do roku 2030 snížit emise o 45 a do roku 2050 dosáhnout uhlíkové neutrality. K tomu se slovy prezidentky Čaputové přihlásilo taky Slovensko. reportér Tam to bude znamenat velké změny pro slovenské hospodářství slovenskou energetiku slovenskou ekonomiku. Bude to znamenat úplný úplnou změnu například v regionu Horní Nitry. redaktor A podobný cíl má i Česko. Premiér Andrej Babiš ale na rozdíl od slovenské prezidentky na summitu s proslovem nevystoupí. Praha podle něj plní závazky které ve vztahu ke klimatu slíbila v minulosti a nemusí oznamovat další.
2019E267T018,Andrej BABIŠ,premiér předseda hnutí,M6,M,S6,3,předseda hnutí ANO My jsme jasně řekli že v roce dva padesát zničíme emise o 80 . My jsme to schválili jako vláda. redaktor Takový plán by podle ministra životního prostředí Richarda Brabce znamenal že za 30 let by po českých silnicích nejezdila auta na benzín nebo naftu ale pouze elektromobily.
2019E267T018,Richard BRABEC,ministr životního prostředí,M6,M,S6,2,životního prostředí ANO nesrozumitelné letech můžeme očekávat desítky tisíc elektromobilů. Samozřejmě už na českých silnicích a v budoucnu pak stovky tisíc. redaktor Premiér Andrej Babiš má naplánovanou i řadu dvoustranných setkání. O řešení migrace bude mluvit s tureckým prezidentem Erdoganem o vyhrocených vztazích na východě Evropy bude jednat s ukrajinským prezidentem Zelenským. Zúčastní se taky recepce pořádané americkým prezidentem Trumpem.
2019E267T078,Mark THOMPSON,ředitel,M5,M,S0,3,The New York Times Myslím si že poptávka po skutečných zprávách roste. Možná je to částečně tím že lidé se teď víc než dřív zajímají o to zda zprávy přicházejí ze spolehlivého zdroje. Před několika lety si lidé mysleli že mohou získat skvělé zprávy zadarmo na internetu teď si začínají uvědomovat že je potřeba být opatrní a vědět odkud zprávy pocházejí kdo napsal kdo je za ně zodpovědný. Vždy existoval svět ztřeštěných fám a konspiračních teorií to se táhne od starověku je tu stále a digitalizace to zrychluje a zesiluje. Je tu obrovský a stále zvětšující trh pro profesionálně zpracované a pečlivě ověřené zprávy a ty nabízíme.
2019E267T009,António GUTERRES,generální tajemník,M6,M,S6,3,tajemník OSN 77 zemí mnohé z rozvinutého světa se zavázaly k uhlíkové neutralitě do roku 2050. Připojilo se k nim 10 dalších regionů a víc než 100 měst včetně několika největších na světě. 70 zemí oznámilo že do roku 2020 zvýší své národní příspěvky do boje se změnami klimatu. Více než 100 vůdčích osobností v soukromém sektoru se pak zavázalo urychlit svůj přechod k zelené ekonomice.
2019E267T031,António GUTERRES,generální tajemník,M6,M,S6,3,tajemník OSN Toto není vyjednávací summit o klimatu. S přírodou se nevyjednává. Na tomto klimatickém summitu se jedná. reportér Guterres státníky vyzval aby jejich země upustily od podpory fosilních paliv nebo přestaly stavět nové hnědouhelné elektrárny. Francie připomněla že boj s klimatickými změnami je třeba vést i na poli obchodu. Německo pak přislíbilo pomoc méně rozvinutým zemím v boji s klimatickými změnami.
2019E267T031,Angela MERKELOVÁ,německá kancléřka,M6,F,S6,3,kancléřka V mezinárodním měřítku proto zvýšíme náš příspěvek do fondu na ochranu klimatu ze dvou na 4 miliardy EUR ve srovnání s rokem 2014. Jednu a půl miliardy vyčleníme na zelený klimatický fond. reportér Mezinárodní společenství by mělo do roku 2030 snížit emise o 45 a do roku 2050 dosáhnout uhlíkové neutrality. K tomu se slovy prezidentky Čaputové přihlásilo taky Slovensko. redaktor To bude znamenat velké změny pro slovenské hospodářství slovenskou energetiku slovenskou ekonomiku bude to znamenat úplný polohu změnu například v regionu horní Nitry. reportér A podobný cíl má Česko. Premiér Andrej Babiš ale na rozdíl od slovenské prezidentky na summitu s proslovem nevystoupí. Praha podle něj plní závazky které ve vztahu ke klimatu slíbila v minulosti a nemusí oznamovat další.
2019E267T031,Andrej BABIŠ,premiér,M6,M,S6,3,ANO My jsme jasně řekli že v roce 2050 snižíme emise o 80 . My jsme to schválili jako vláda. reportér Takový plán by podle ministra životního prostředí Richarda Brabce znamenal že za 30 let by po českých silnicích nejezdila auta na benzín nebo naftu ale pouze elektromobily.
2019E267T031,Richard BRABEC,ministr životního prostředí,M6,M,S6,2,životního prostředí ANO nesrozumitelné můžeme očekávat desítky elektromobilů nesrozumitelné na českých silnicích a v budoucnu pak stovky tisíc. reportér Premiér Andrej Babiš má naplánovanou i řadu dvoustranných setkání o řešení migrace bude mluvit s tureckým prezidentem Erdoganem. O vyhrocených vztazích na východě Evropy bude jednat s ukrajinským prezidentem Zelenským. Zúčastní se tak recepce pořádané americkým prezidentem Trumpem.
2019E267T053,Maxx DILLEY,ředitel,M5,M,S6,3,Světové meteorologické organizace Nejenže jsou tyto údaje alarmující ale rozptylují veškerý falešný pocit bezpečí že se z toho nějak dostaneme.
2019E267T053,António GUTERRES,generální tajemník,M6,M,S6,3,tajemník OSN Stav klimatické nouze je závod který prohráváme. Ale můžeme ho vyhrát. Klimatickou krizi jsme způsobili my. Řešení musí přijít od nás.
2019E267T053,Andrej BABIŠ,premiér předseda hnutí,M6,M,S6,3,předseda hnutí ANO My jsme jasně řekli že v roce 2050 snížíme emise o 80 . My jsme to schválili jako vláda. Je důležité aby ty závazky následovaly jiné státy hlavně mimoevropské.
2019E267T053,Donald TRUMP,americký prezident,M6,M,S1,3,prezident 2. 6. 2017 Spojené státy zastaví veškeré plnění nezávazné Pařížské dohody a zbaví se těžké hospodářské a finanční zátěže kterou dohoda představovala pro naši zemi. Tohle znamená konec národních příspěvků a v neposlední řadě také odstoupení od klimatického fondu který Ameriku stojí celé jmění.
2019E267T042,Šéf OSN,na klimatickém summitu vyzval státy,M6,M,S0,3,klimatickém summitu vyzval státy k ochraně klimatu. K vynucené přestávce britského parlamentu se vyjádří soud podle žalobců jednal premiér nezákonně. Jednání o izraelské vládní koalici lídři dvou nejsilnějších uskupení se shodli na společných rozhovorech. Výstavba takzvané prodloužené Rudné může začít proti stavebnímu povolení se nikdo neodvolal. Dobré dopoledne začaly ZPRÁVY. Školská tripartita projedná rozdělení peněz na platy ve školství. Podle návrhu rozpočtu na příští rok by měly růst o 10 procent. Zatím ale není jasné jaký podíl půjde do tarifní složky mzdy a jaký na odměny. Na ministerstvu školství kde se zástupci odborů a zaměstnavatelů schází je i kolega Jakub Musil. Jakube co odboráří požadují? Odboráři trvají na tom že chtějí aby 10 šlo do tarifní složky. Hrozili tím že by mohly začít protesty pokud by se dnes nedohodli. Ale nechtějí aby ministr jednal pod tlakem. Ministr si ale také stojí za svým. chce dát část ředitelům na odměny pro lepší pedagogy. Další možnost je že by chtěl navýšit všem stejně mluvil o 1750 korunách dnes ale uvedl že by se mohl dostat ke 2 tisíců pro všechny a zbytek na odměny. Dnes se bude jednat. Budu se snažit se dohodnout na způsobu přidání který by vybalancoval tu jistotu co
2019E267T033,António GUTERRES,generální tajemník,M6,M,S6,3,tajemník OSN 77 zemí mnohé z rozvinutého světa se zavázaly k uhlíkové neutralitě do roku 2050. Připojilo se k nim 10 dalších regionů a víc než 100 měst včetně několika největších na světě. 70 zemí oznámilo že do roku 2020 zvýší své národní příspěvky do boje se změnami klimatu. Více než 100 vůdčích osobností v soukromém sektoru se pak zavázalo urychlit svůj přechod k zelené ekonomice.
2019E267T054,Michal ŽÁK,meteorolog,M3,M,S2,2,ČT Tak záleží jak se na to budeme dívat samozřejmě z hlediska těch čísel o emisích které jsme ukazovali oxidu určitého případně dalších skleníkových plynů tak ta čísla hovoří jasně. Loni jsme vyprodukovali vůbec nejvíc v dějinách lidstva takže z tohoto pohledu to by se dalo chápat že opravdu to její rozhořčení je oprávněné. Samozřejmě na druhou stranu je nutné asi podotknout to že došlo k té Pařížské konferenci té Pařížské dohodě která něco nějakým způsobem ty státy řekněme zavázal k nějakému výraznějšímu snižování emisí skleníkových plynů. To že se děje třeba tento summit který byl vlastně žádán generálním tajemníkem OSN který vlastně vede k tomu že se ta problematika opět dostane do čela světových médií až tedy lidé ti obyčejní lidé jsou s tím více řekněme konfrontování informováni o tom a podobně. To určitě je pozitivní ale samozřejmě druhá věc je že ta akce měla přijít a začít přicházet dřív.
2019E267T054,Miloš VYSTRČIL,koordinátor program,M5,M,S2,2,program. týmu strany pro životní prostředí ODS Já bych především chtěl říci že byste sami řekli že ten projev slečny Grety byl emotivní a tím pádem vzbudil řekněme některé emotivní reakce jak na straně řekněme těch skeptiků tak možná na straně těch alarmistů. Já osobně jsem toho názoru že to co bychom si z toho měli vzít je to že bychom neměli chodit do žádné krajnosti ani do té řekněme přílišné kritiky a toho skepticismu k tomu že nám nehrozí ani do toho alarmismu že bysme málem měli třeba přestat jíst maso ale že bysme se měli chovat rozumně. To znamená zabývat se tím co říkají klimatologové co říkají vědci a snažit se na tu situaci která přichází adaptovat.
